"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 16 22:50:50 GMT 2023","Thu Mar 16 22:50:53 GMT 2023","2903","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Thu Mar 16 22:51:05 GMT 2023","Thu Mar 16 22:51:11 GMT 2023","5388","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Thu Mar 16 22:47:42 GMT 2023","Thu Mar 16 22:47:51 GMT 2023","9739","","","","","","CheckThatUserSeesErrorMessagesUnderRequiredFieldsWhenClickingSendAMessageButton",""
"passed","Thu Mar 16 22:49:47 GMT 2023","Thu Mar 16 22:50:07 GMT 2023","19602","","","","","","CheckThatUserSeesVacancySelectedFromDirectionDropdown",""
"passed","Thu Mar 16 22:48:25 GMT 2023","Thu Mar 16 22:48:27 GMT 2023","2260","","","","","","CheckThatAllDropdownsAreExpandedByDefault",""
"passed","Thu Mar 16 22:48:15 GMT 2023","Thu Mar 16 22:48:22 GMT 2023","6952","","","","","","CheckThatUserSeesVacancySelectedFromDirectionBlockInSideBar",""
"passed","Thu Mar 16 22:50:42 GMT 2023","Thu Mar 16 22:50:46 GMT 2023","3676","","","","","","CheckErrorMessagesForEmptyRequiredFieldsOnContactForm",""
"passed","Thu Mar 16 22:47:53 GMT 2023","Thu Mar 16 22:47:57 GMT 2023","4058","","","","","","CheckNavigationHeaderInCareerPage",""
"passed","Thu Mar 16 22:48:51 GMT 2023","Thu Mar 16 22:48:54 GMT 2023","3360","","","","","","CheckThatUserSeesStartPageAfterClearedTextFromSearchInputInCareerBlock",""
"passed","Thu Mar 16 22:50:38 GMT 2023","Thu Mar 16 22:50:42 GMT 2023","3505","","","","","","CheckErrorMessageForInvalidFormatAttachedFileOnContactForm",""
"passed","Thu Mar 16 22:48:10 GMT 2023","Thu Mar 16 22:48:46 GMT 2023","35971","","","","","","CheckPaginationOnCareerPage",""
"passed","Thu Mar 16 22:50:01 GMT 2023","Thu Mar 16 22:50:10 GMT 2023","9332","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromDirectionDropdown",""
"passed","Thu Mar 16 22:49:57 GMT 2023","Thu Mar 16 22:50:01 GMT 2023","3333","","","","","","CheckThatUserRedirectsToJobsBlockWhenClickingSearchButton",""
"passed","Thu Mar 16 22:50:58 GMT 2023","Thu Mar 16 22:51:01 GMT 2023","3162","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Thu Mar 16 22:50:34 GMT 2023","Thu Mar 16 22:50:38 GMT 2023","3475","","","","","","CheckThatUserSeesMessageAboutFailSearchResults",""
"passed","Thu Mar 16 22:48:54 GMT 2023","Thu Mar 16 22:49:09 GMT 2023","14319","","","","","","CheckThatUserDeleteSelectedTagsFromSenioritySideBarClickingResetButton",""
"passed","Thu Mar 16 22:50:09 GMT 2023","Thu Mar 16 22:50:17 GMT 2023","8010","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityLevelDropdown",""
"passed","Thu Mar 16 22:50:28 GMT 2023","Thu Mar 16 22:50:35 GMT 2023","7259","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyName",""
"passed","Thu Mar 16 22:51:01 GMT 2023","Thu Mar 16 22:51:05 GMT 2023","3216","","","","","","CheckErrorMessagesForRequiredFieldsWithSpacesOnContactForm",""
"passed","Thu Mar 16 22:49:11 GMT 2023","Thu Mar 16 22:49:20 GMT 2023","8957","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityBlockInSideBar",""
"passed","Thu Mar 16 22:49:47 GMT 2023","Thu Mar 16 22:49:49 GMT 2023","2135","","","","","","CheckLogoDisplayedOnMainPage",""
"passed","Thu Mar 16 22:49:22 GMT 2023","Thu Mar 16 22:49:32 GMT 2023","9568","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionDropdown",""
"passed","Thu Mar 16 22:48:46 GMT 2023","Thu Mar 16 22:48:50 GMT 2023","3490","","","","","","CheckThatUserSeesMessageAboutFailSearchResultsAfterClearedSearchInputInCareerBlock",""
"passed","Thu Mar 16 22:50:20 GMT 2023","Thu Mar 16 22:50:26 GMT 2023","6859","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancy",""
"passed","Thu Mar 16 22:50:37 GMT 2023","Thu Mar 16 22:50:41 GMT 2023","3720","","","","","","CheckThatUserSeesStartPageAfterDeletedTextFromSearchInput",""
"passed","Thu Mar 16 22:49:34 GMT 2023","Thu Mar 16 22:49:45 GMT 2023","11570","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityLevelDropdown",""
"passed","Thu Mar 16 22:50:47 GMT 2023","Thu Mar 16 22:50:50 GMT 2023","3052","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Thu Mar 16 22:51:17 GMT 2023","Thu Mar 16 22:51:21 GMT 2023","4343","","","","","","CheckThatContactUsFormWorksCorrectWithValidDataInRequiredFields",""
"passed","Thu Mar 16 22:47:53 GMT 2023","Thu Mar 16 22:48:13 GMT 2023","20217","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionBlockInSideBar",""
"passed","Thu Mar 16 22:49:49 GMT 2023","Thu Mar 16 22:49:57 GMT 2023","7379","","","","","","CheckThatUserCanSwithedLanguageInNavigationBlock",""
"passed","Thu Mar 16 22:49:14 GMT 2023","Thu Mar 16 22:49:33 GMT 2023","18774","","","","","","CheckThatUserDeleteSelectedTagsFromStackSideBarClickingResetButton",""
"passed","Thu Mar 16 22:49:03 GMT 2023","Thu Mar 16 22:49:12 GMT 2023","8435","","","","","","CheckThatUserDeleteSelectedTagsFromTagSideBarClickingResetButton",""
"passed","Thu Mar 16 22:51:11 GMT 2023","Thu Mar 16 22:51:16 GMT 2023","4932","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Thu Mar 16 22:47:42 GMT 2023","Thu Mar 16 22:47:51 GMT 2023","9149","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionSideBarClickingResetButton",""
"passed","Thu Mar 16 22:47:58 GMT 2023","Thu Mar 16 22:48:08 GMT 2023","9694","","","","","","CheckNavigationHeaderOnJobPage",""
"passed","Thu Mar 16 22:50:12 GMT 2023","Thu Mar 16 22:50:32 GMT 2023","19526","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromSeniorityLevelDropdown",""
"passed","Thu Mar 16 22:50:54 GMT 2023","Thu Mar 16 22:50:57 GMT 2023","3188","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Thu Mar 16 22:48:37 GMT 2023","Thu Mar 16 22:48:44 GMT 2023","7089","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancyInSearchInputInCareerBlock",""
"passed","Thu Mar 16 22:48:27 GMT 2023","Thu Mar 16 22:48:35 GMT 2023","7541","","","","","","CheckThatUserSeesCorrectResultsWhenEnteringVacancyInSearchInputInCareerBlock",""
"passed","Thu Mar 16 22:49:35 GMT 2023","Thu Mar 16 22:49:45 GMT 2023","9796","","","","","","CheckThatUserSeesVacanciesSelectedFromStackBlockInSideBar",""
