"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 20 20:17:27 GMT 2023","Mon Feb 20 20:17:48 GMT 2023","21274","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityLevelDropdown",""
"passed","Mon Feb 20 20:19:00 GMT 2023","Mon Feb 20 20:19:04 GMT 2023","4524","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Mon Feb 20 20:18:42 GMT 2023","Mon Feb 20 20:18:46 GMT 2023","4019","","","","","","CheckThatUserSeesStartPageAfterDeletedTextFromSearchInput",""
"failed","Mon Feb 20 20:15:40 GMT 2023","Mon Feb 20 20:15:48 GMT 2023","7981","","","","","","CheckLocalizationOnJobPage",""
"passed","Mon Feb 20 20:15:40 GMT 2023","Mon Feb 20 20:15:47 GMT 2023","6925","","","","","","CheckThatUserSeesVacancySelectedFromDirectionBlockInSideBar",""
"passed","Mon Feb 20 20:18:25 GMT 2023","Mon Feb 20 20:18:34 GMT 2023","8205","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromSeniorityLevelDropdown",""
"passed","Mon Feb 20 20:18:43 GMT 2023","Mon Feb 20 20:18:47 GMT 2023","3833","","","","","","CheckErrorMessagesForEmptyRequiredFieldsOnContactForm",""
"passed","Mon Feb 20 20:17:02 GMT 2023","Mon Feb 20 20:17:09 GMT 2023","6563","","","","","","CheckThatUserSeesVacancySelectedFromTagBlockInSideBar",""
"passed","Mon Feb 20 20:18:13 GMT 2023","Mon Feb 20 20:18:18 GMT 2023","4959","","","","","","CheckThatUserCanSwithedLanguageInHeaderBlock",""
"passed","Mon Feb 20 20:18:51 GMT 2023","Mon Feb 20 20:18:53 GMT 2023","2574","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Mon Feb 20 20:17:41 GMT 2023","Mon Feb 20 20:17:48 GMT 2023","7111","","","","","","CheckThatUserSeesVacancySelectedFromStackBlockInSideBar",""
"passed","Mon Feb 20 20:15:29 GMT 2023","Mon Feb 20 20:15:38 GMT 2023","8703","","","","","","CheckBreadcrumbsHeaderInJobsBlock",""
"passed","Mon Feb 20 20:16:56 GMT 2023","Mon Feb 20 20:17:14 GMT 2023","18370","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityBlockInSideBar",""
"passed","Mon Feb 20 20:18:12 GMT 2023","Mon Feb 20 20:18:15 GMT 2023","3279","","","","","","CheckThatUserRedirectsToJobsBlockWhenClickingSearchButton",""
"passed","Mon Feb 20 20:15:55 GMT 2023","Mon Feb 20 20:16:04 GMT 2023","8751","","","","","","CheckNavigationHeaderOnJobPage",""
"passed","Mon Feb 20 20:15:30 GMT 2023","Mon Feb 20 20:15:38 GMT 2023","8893","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionBlockInSideBar",""
"passed","Mon Feb 20 20:16:43 GMT 2023","Mon Feb 20 20:16:50 GMT 2023","7106","","","","","","CheckThatUserDeleteSelectedTagsFromTagSideBarClickingResetButton",""
"passed","Mon Feb 20 20:18:47 GMT 2023","Mon Feb 20 20:18:50 GMT 2023","2796","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Mon Feb 20 20:18:01 GMT 2023","Mon Feb 20 20:18:10 GMT 2023","8998","","","","","","CheckThatUserDeleteSelectedTagsFromSeniorityLevelDropdownClickingResetButton",""
"passed","Mon Feb 20 20:17:50 GMT 2023","Mon Feb 20 20:17:58 GMT 2023","8344","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionDropdownClickingResetButton",""
"passed","Mon Feb 20 20:16:52 GMT 2023","Mon Feb 20 20:17:01 GMT 2023","8258","","","","","","CheckThatUserSeesVacanciesSelectedFromTagBlockInSideBar",""
"passed","Mon Feb 20 20:16:09 GMT 2023","Mon Feb 20 20:16:15 GMT 2023","6039","","","","","","CheckThatUserSeesCorrectResultsWhenEnteringVacancyInSearchInputInCareerBlock",""
"passed","Mon Feb 20 20:16:39 GMT 2023","Mon Feb 20 20:16:43 GMT 2023","3773","","","","","","CheckThatUserSeesStartPageAfterClearedTextFromSearchInputInCareerBlock",""
"passed","Mon Feb 20 20:17:17 GMT 2023","Mon Feb 20 20:17:25 GMT 2023","8582","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionDropdown",""
"passed","Mon Feb 20 20:19:09 GMT 2023","Mon Feb 20 20:19:13 GMT 2023","3792","","","","","","CheckThatContactUsFormWorksCorrectWithValidDataInRequiredFields",""
"passed","Mon Feb 20 20:18:26 GMT 2023","Mon Feb 20 20:18:32 GMT 2023","6102","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancy",""
"passed","Mon Feb 20 20:16:35 GMT 2023","Mon Feb 20 20:16:38 GMT 2023","3446","","","","","","CheckThatUserSeesMessageAboutFailSearchResultsAfterClearedSearchInputInCareerBlock",""
"passed","Mon Feb 20 20:15:49 GMT 2023","Mon Feb 20 20:16:21 GMT 2023","31618","","","","","","CheckPaginationOnCareerPage",""
"passed","Mon Feb 20 20:18:35 GMT 2023","Mon Feb 20 20:18:39 GMT 2023","3490","","","","","","CheckThatUserSeesMessageAboutFailSearchResults",""
"passed","Mon Feb 20 20:17:51 GMT 2023","Mon Feb 20 20:17:58 GMT 2023","7777","","","","","","CheckThatUserSeesVacancySelectedFromDirectionDropdown",""
"passed","Mon Feb 20 20:17:10 GMT 2023","Mon Feb 20 20:17:18 GMT 2023","7387","","","","","","CheckThatUserDeleteSelectedTagsFromStackSideBarClickingResetButton",""
"passed","Mon Feb 20 20:15:19 GMT 2023","Mon Feb 20 20:15:28 GMT 2023","8984","","","","","","CheckThatUserSeesErrorMessagesUnderRequiredFieldsWhenClickingSendAMessageButton",""
"passed","Mon Feb 20 20:19:05 GMT 2023","Mon Feb 20 20:19:09 GMT 2023","3849","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Mon Feb 20 20:16:17 GMT 2023","Mon Feb 20 20:16:33 GMT 2023","16701","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancyInSearchInputInCareerBlock",""
"passed","Mon Feb 20 20:18:10 GMT 2023","Mon Feb 20 20:18:12 GMT 2023","1972","","","","","","CheckLogoDisplayedOnMainPage",""
"passed","Mon Feb 20 20:18:39 GMT 2023","Mon Feb 20 20:18:42 GMT 2023","3025","","","","","","CheckErrorMessageForInvalidFormatAttachedFileOnContactForm",""
"passed","Mon Feb 20 20:15:50 GMT 2023","Mon Feb 20 20:15:55 GMT 2023","5007","","","","","","CheckNavigationHeaderInCareerPage",""
