"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 03 22:23:33 GMT 2023","Fri Mar 03 22:23:36 GMT 2023","3418","","","","","","CheckThatUserSeesStartPageAfterClearedTextFromSearchInputInCareerBlock",""
"passed","Fri Mar 03 22:23:45 GMT 2023","Fri Mar 03 22:24:05 GMT 2023","20428","","","","","","CheckThatUserDeleteSelectedTagsFromTagSideBarClickingResetButton",""
"passed","Fri Mar 03 22:24:31 GMT 2023","Fri Mar 03 22:24:33 GMT 2023","1854","","","","","","CheckLogoDisplayedOnMainPage",""
"passed","Fri Mar 03 22:24:08 GMT 2023","Fri Mar 03 22:24:17 GMT 2023","9682","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionDropdown",""
"passed","Fri Mar 03 22:22:37 GMT 2023","Fri Mar 03 22:22:58 GMT 2023","20438","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionBlockInSideBar",""
"passed","Fri Mar 03 22:23:20 GMT 2023","Fri Mar 03 22:23:27 GMT 2023","6761","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancyInSearchInputInCareerBlock",""
"passed","Fri Mar 03 22:24:42 GMT 2023","Fri Mar 03 22:24:50 GMT 2023","7766","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromDirectionDropdown",""
"passed","Fri Mar 03 22:23:00 GMT 2023","Fri Mar 03 22:23:07 GMT 2023","6734","","","","","","CheckThatUserSeesVacancySelectedFromDirectionBlockInSideBar",""
"passed","Fri Mar 03 22:24:14 GMT 2023","Fri Mar 03 22:24:29 GMT 2023","14658","","","","","","CheckThatUserSeesVacanciesSelectedFromStackBlockInSideBar",""
"passed","Fri Mar 03 22:23:29 GMT 2023","Fri Mar 03 22:23:32 GMT 2023","3165","","","","","","CheckThatUserSeesMessageAboutFailSearchResultsAfterClearedSearchInputInCareerBlock",""
"passed","Fri Mar 03 22:22:42 GMT 2023","Fri Mar 03 22:22:52 GMT 2023","9924","","","","","","CheckNavigationHeaderOnJobPage",""
"passed","Fri Mar 03 22:22:26 GMT 2023","Fri Mar 03 22:22:35 GMT 2023","9570","","","","","","CheckThatUserSeesErrorMessagesUnderRequiredFieldsWhenClickingSendAMessageButton",""
"passed","Fri Mar 03 22:24:54 GMT 2023","Fri Mar 03 22:25:08 GMT 2023","13900","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityLevelDropdown",""
"passed","Fri Mar 03 22:23:46 GMT 2023","Fri Mar 03 22:24:01 GMT 2023","14979","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityBlockInSideBar",""
"passed","Fri Mar 03 22:25:48 GMT 2023","Fri Mar 03 22:25:52 GMT 2023","4053","","","","","","CheckThatContactUsFormWorksCorrectWithValidDataInRequiredFields",""
"passed","Fri Mar 03 22:23:12 GMT 2023","Fri Mar 03 22:23:18 GMT 2023","6677","","","","","","CheckThatUserSeesCorrectResultsWhenEnteringVacancyInSearchInputInCareerBlock",""
"passed","Fri Mar 03 22:25:37 GMT 2023","Fri Mar 03 22:25:42 GMT 2023","4857","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Fri Mar 03 22:24:43 GMT 2023","Fri Mar 03 22:24:52 GMT 2023","9323","","","","","","CheckThatUserSeesVacancySelectedFromDirectionDropdown",""
"passed","Fri Mar 03 22:22:38 GMT 2023","Fri Mar 03 22:22:42 GMT 2023","4108","","","","","","CheckNavigationHeaderInCareerPage",""
"passed","Fri Mar 03 22:25:19 GMT 2023","Fri Mar 03 22:25:22 GMT 2023","3235","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Fri Mar 03 22:25:43 GMT 2023","Fri Mar 03 22:25:47 GMT 2023","4556","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Fri Mar 03 22:25:22 GMT 2023","Fri Mar 03 22:25:25 GMT 2023","3173","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Fri Mar 03 22:22:54 GMT 2023","Fri Mar 03 22:23:28 GMT 2023","34262","","","","","","CheckPaginationOnCareerPage",""
"passed","Fri Mar 03 22:23:37 GMT 2023","Fri Mar 03 22:23:45 GMT 2023","8045","","","","","","CheckThatUserDeleteSelectedTagsFromSenioritySideBarClickingResetButton",""
"passed","Fri Mar 03 22:24:52 GMT 2023","Fri Mar 03 22:25:00 GMT 2023","7670","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromSeniorityLevelDropdown",""
"passed","Fri Mar 03 22:25:14 GMT 2023","Fri Mar 03 22:25:18 GMT 2023","3627","","","","","","CheckErrorMessagesForEmptyRequiredFieldsOnContactForm",""
"passed","Fri Mar 03 22:25:34 GMT 2023","Fri Mar 03 22:25:37 GMT 2023","3123","","","","","","CheckErrorMessagesForRequiredFieldsWithSpacesOnContactForm",""
"passed","Fri Mar 03 22:24:33 GMT 2023","Fri Mar 03 22:24:38 GMT 2023","4389","","","","","","CheckThatUserCanSwithedLanguageInNavigationBlock",""
"passed","Fri Mar 03 22:25:34 GMT 2023","Fri Mar 03 22:25:38 GMT 2023","3830","","","","","","CheckThatUserSeesStartPageAfterDeletedTextFromSearchInput",""
"passed","Fri Mar 03 22:24:19 GMT 2023","Fri Mar 03 22:24:41 GMT 2023","21572","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityLevelDropdown",""
"passed","Fri Mar 03 22:25:30 GMT 2023","Fri Mar 03 22:25:33 GMT 2023","3123","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Fri Mar 03 22:24:38 GMT 2023","Fri Mar 03 22:24:42 GMT 2023","3211","","","","","","CheckThatUserRedirectsToJobsBlockWhenClickingSearchButton",""
"passed","Fri Mar 03 22:25:06 GMT 2023","Fri Mar 03 22:25:13 GMT 2023","6708","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancy",""
"passed","Fri Mar 03 22:25:26 GMT 2023","Fri Mar 03 22:25:29 GMT 2023","3159","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Fri Mar 03 22:25:10 GMT 2023","Fri Mar 03 22:25:14 GMT 2023","3654","","","","","","CheckErrorMessageForInvalidFormatAttachedFileOnContactForm",""
"passed","Fri Mar 03 22:23:09 GMT 2023","Fri Mar 03 22:23:11 GMT 2023","2294","","","","","","CheckThatAllDropdownsAreExpandedByDefault",""
"passed","Fri Mar 03 22:25:15 GMT 2023","Fri Mar 03 22:25:32 GMT 2023","17455","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyName",""
"passed","Fri Mar 03 22:25:02 GMT 2023","Fri Mar 03 22:25:05 GMT 2023","3572","","","","","","CheckThatUserSeesMessageAboutFailSearchResults",""
"passed","Fri Mar 03 22:22:26 GMT 2023","Fri Mar 03 22:22:35 GMT 2023","9162","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionSideBarClickingResetButton",""
"passed","Fri Mar 03 22:24:04 GMT 2023","Fri Mar 03 22:24:12 GMT 2023","7778","","","","","","CheckThatUserDeleteSelectedTagsFromStackSideBarClickingResetButton",""
