"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 20 14:52:16 GMT 2023","Mon Feb 20 14:52:19 GMT 2023","3824","","","","","","CheckThatUserCanSwithedLanguageInHeaderBlock",""
"passed","Mon Feb 20 14:52:46 GMT 2023","Mon Feb 20 14:52:52 GMT 2023","6767","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancy",""
"passed","Mon Feb 20 14:51:15 GMT 2023","Mon Feb 20 14:51:34 GMT 2023","19367","","","","","","CheckThatUserSeesVacancySelectedFromTagBlockInSideBar",""
"passed","Mon Feb 20 14:48:26 GMT 2023","Mon Feb 20 14:48:47 GMT 2023","20730","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionBlockInSideBar",""
"passed","Mon Feb 20 14:50:13 GMT 2023","Mon Feb 20 14:50:16 GMT 2023","3723","","","","","","CheckThatUserSeesMessageAboutFailSearchResultsAfterClearedSearchInputInCareerBlock",""
"passed","Mon Feb 20 14:50:22 GMT 2023","Mon Feb 20 14:50:30 GMT 2023","8103","","","","","","CheckThatUserDeleteSelectedTagsFromSenioritySideBarClickingResetButton",""
"passed","Mon Feb 20 14:51:48 GMT 2023","Mon Feb 20 14:52:11 GMT 2023","22292","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityLevelDropdown",""
"passed","Mon Feb 20 14:50:03 GMT 2023","Mon Feb 20 14:50:11 GMT 2023","7478","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancyInSearchInputInCareerBlock",""
"passed","Mon Feb 20 14:52:25 GMT 2023","Mon Feb 20 14:52:28 GMT 2023","3536","","","","","","CheckThatUserRedirectsToJobsBlockWhenClickingSearchButton",""
"passed","Mon Feb 20 14:52:34 GMT 2023","Mon Feb 20 14:52:44 GMT 2023","9526","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityLevelDropdown",""
"passed","Mon Feb 20 14:53:17 GMT 2023","Mon Feb 20 14:53:23 GMT 2023","5170","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Mon Feb 20 14:53:06 GMT 2023","Mon Feb 20 14:53:09 GMT 2023","3374","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Mon Feb 20 14:52:39 GMT 2023","Mon Feb 20 14:52:47 GMT 2023","8035","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromSeniorityLevelDropdown",""
"passed","Mon Feb 20 14:50:52 GMT 2023","Mon Feb 20 14:51:00 GMT 2023","8090","","","","","","CheckThatUserDeleteSelectedTagsFromStackSideBarClickingResetButton",""
"passed","Mon Feb 20 14:52:29 GMT 2023","Mon Feb 20 14:52:37 GMT 2023","8418","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromDirectionDropdown",""
"passed","Mon Feb 20 14:51:03 GMT 2023","Mon Feb 20 14:51:13 GMT 2023","9356","","","","","","CheckThatUserSeesVacanciesSelectedFromStackBlockInSideBar",""
"passed","Mon Feb 20 14:50:22 GMT 2023","Mon Feb 20 14:50:32 GMT 2023","9804","","","","","","CheckNavigationHeaderOnJobPage",""
"passed","Mon Feb 20 14:49:51 GMT 2023","Mon Feb 20 14:49:53 GMT 2023","2529","","","","","","CheckThatAllDropdownsAreExpandedByDefault",""
"passed","Mon Feb 20 14:53:23 GMT 2023","Mon Feb 20 14:53:28 GMT 2023","4974","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Mon Feb 20 14:50:43 GMT 2023","Mon Feb 20 14:50:50 GMT 2023","7091","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityBlockInSideBar",""
"passed","Mon Feb 20 14:48:14 GMT 2023","Mon Feb 20 14:48:24 GMT 2023","9530","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionSideBarClickingResetButton",""
"passed","Mon Feb 20 14:53:10 GMT 2023","Mon Feb 20 14:53:13 GMT 2023","3059","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Mon Feb 20 14:53:02 GMT 2023","Mon Feb 20 14:53:05 GMT 2023","3271","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"failed","Mon Feb 20 14:48:25 GMT 2023","Mon Feb 20 14:49:02 GMT 2023","37797","","","","","","CheckBreadcrumbsHeaderInJobsBlock",""
"passed","Mon Feb 20 14:52:20 GMT 2023","Mon Feb 20 14:52:24 GMT 2023","4028","","","","","","CheckThatUserCanSwithedLanguageInNavigationBlock",""
"passed","Mon Feb 20 14:53:13 GMT 2023","Mon Feb 20 14:53:17 GMT 2023","3402","","","","","","CheckErrorMessagesForRequiredFieldsWithSpacesOnContactForm",""
"passed","Mon Feb 20 14:53:29 GMT 2023","Mon Feb 20 14:53:33 GMT 2023","4531","","","","","","CheckThatContactUsFormWorksCorrectWithValidDataInRequiredFields",""
"passed","Mon Feb 20 14:51:38 GMT 2023","Mon Feb 20 14:51:58 GMT 2023","19577","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionDropdownClickingResetButton",""
"passed","Mon Feb 20 14:50:56 GMT 2023","Mon Feb 20 14:51:12 GMT 2023","16242","","","","","","CheckThatUserSeesVacanciesSelectedFromTagBlockInSideBar",""
"passed","Mon Feb 20 14:48:14 GMT 2023","Mon Feb 20 14:48:23 GMT 2023","8546","","","","","","CheckThatUserSeesErrorMessagesUnderRequiredFieldsWhenClickingSendAMessageButton",""
"passed","Mon Feb 20 14:53:03 GMT 2023","Mon Feb 20 14:53:08 GMT 2023","4311","","","","","","CheckThatUserSeesStartPageAfterDeletedTextFromSearchInput",""
"passed","Mon Feb 20 14:52:54 GMT 2023","Mon Feb 20 14:53:01 GMT 2023","6768","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyName",""
"passed","Mon Feb 20 14:50:18 GMT 2023","Mon Feb 20 14:50:22 GMT 2023","4317","","","","","","CheckNavigationHeaderInCareerPage",""
"passed","Mon Feb 20 14:51:36 GMT 2023","Mon Feb 20 14:51:46 GMT 2023","10019","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionDropdown",""
"passed","Mon Feb 20 14:48:59 GMT 2023","Mon Feb 20 14:49:34 GMT 2023","35162","","","","","","CheckPaginationOnCareerPage",""
