"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 21 10:59:35 GMT 2023","Tue Feb 21 10:59:47 GMT 2023","12696","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromDirectionDropdown",""
"passed","Tue Feb 21 10:59:49 GMT 2023","Tue Feb 21 10:59:53 GMT 2023","3825","","","","","","CheckThatUserSeesStartPageAfterDeletedTextFromSearchInput",""
"passed","Tue Feb 21 10:55:00 GMT 2023","Tue Feb 21 10:55:09 GMT 2023","8997","","","","","","CheckThatUserSeesErrorMessagesUnderRequiredFieldsWhenClickingSendAMessageButton",""
"failed","Tue Feb 21 10:57:04 GMT 2023","Tue Feb 21 10:57:20 GMT 2023","16549","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityBlockInSideBar",""
"passed","Tue Feb 21 10:56:29 GMT 2023","Tue Feb 21 10:56:35 GMT 2023","6336","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancyInSearchInputInCareerBlock",""
"passed","Tue Feb 21 10:57:31 GMT 2023","Tue Feb 21 10:57:39 GMT 2023","7769","","","","","","CheckThatUserSeesVacanciesSelectedFromTagBlockInSideBar",""
"passed","Tue Feb 21 10:58:38 GMT 2023","Tue Feb 21 10:58:42 GMT 2023","3937","","","","","","CheckNavigationHeaderInCareerPage",""
"passed","Tue Feb 21 10:59:57 GMT 2023","Tue Feb 21 11:00:00 GMT 2023","3429","","","","","","CheckErrorMessagesForEmptyRequiredFieldsOnContactForm",""
"passed","Tue Feb 21 10:59:11 GMT 2023","Tue Feb 21 10:59:19 GMT 2023","8604","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityLevelDropdown",""
"passed","Tue Feb 21 10:55:10 GMT 2023","Tue Feb 21 10:55:18 GMT 2023","8031","","","","","","CheckBreadcrumbsHeaderInJobsBlock",""
"passed","Tue Feb 21 10:56:54 GMT 2023","Tue Feb 21 10:57:02 GMT 2023","7629","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityBlockInSideBar",""
"passed","Tue Feb 21 10:57:58 GMT 2023","Tue Feb 21 10:58:06 GMT 2023","8243","","","","","","CheckThatUserSeesVacanciesSelectedFromStackBlockInSideBar",""
"passed","Tue Feb 21 10:59:21 GMT 2023","Tue Feb 21 10:59:23 GMT 2023","2604","","","","","","CheckLogoDisplayedOnMainPage",""
"passed","Tue Feb 21 10:59:41 GMT 2023","Tue Feb 21 10:59:48 GMT 2023","6281","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyName",""
"passed","Tue Feb 21 10:59:01 GMT 2023","Tue Feb 21 10:59:09 GMT 2023","7458","","","","","","CheckThatUserSeesVacancySelectedFromDirectionDropdown",""
"passed","Tue Feb 21 10:58:38 GMT 2023","Tue Feb 21 10:58:47 GMT 2023","8865","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionDropdown",""
"passed","Tue Feb 21 10:57:49 GMT 2023","Tue Feb 21 10:57:56 GMT 2023","7173","","","","","","CheckThatUserDeleteSelectedTagsFromStackSideBarClickingResetButton",""
"passed","Tue Feb 21 11:00:01 GMT 2023","Tue Feb 21 11:00:04 GMT 2023","2801","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Tue Feb 21 10:58:42 GMT 2023","Tue Feb 21 10:59:03 GMT 2023","20488","","","","","","CheckNavigationHeaderOnJobPage",""
"failed","Tue Feb 21 10:55:20 GMT 2023","Tue Feb 21 10:58:36 GMT 2023","195880","","","","","","CheckLocalizationOnJobPage",""
"passed","Tue Feb 21 10:57:22 GMT 2023","Tue Feb 21 10:57:30 GMT 2023","7680","","","","","","CheckThatUserDeleteSelectedTagsFromTagSideBarClickingResetButton",""
"passed","Tue Feb 21 10:59:05 GMT 2023","Tue Feb 21 10:59:18 GMT 2023","13731","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionDropdownClickingResetButton",""
"passed","Tue Feb 21 10:59:49 GMT 2023","Tue Feb 21 11:00:08 GMT 2023","18502","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromSeniorityLevelDropdown",""
"passed","Tue Feb 21 10:59:28 GMT 2023","Tue Feb 21 10:59:32 GMT 2023","4229","","","","","","CheckThatUserCanSwithedLanguageInNavigationBlock",""
"passed","Tue Feb 21 10:56:37 GMT 2023","Tue Feb 21 10:56:41 GMT 2023","3422","","","","","","CheckThatUserSeesMessageAboutFailSearchResultsAfterClearedSearchInputInCareerBlock",""
"passed","Tue Feb 21 11:00:11 GMT 2023","Tue Feb 21 11:00:14 GMT 2023","2851","","","","","","CheckErrorMessagesForRequiredFieldsWithSpacesOnContactForm",""
"passed","Tue Feb 21 10:55:30 GMT 2023","Tue Feb 21 10:56:02 GMT 2023","31805","","","","","","CheckPaginationOnCareerPage",""
"passed","Tue Feb 21 10:55:10 GMT 2023","Tue Feb 21 10:55:19 GMT 2023","9110","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionBlockInSideBar",""
"passed","Tue Feb 21 11:00:25 GMT 2023","Tue Feb 21 11:00:29 GMT 2023","4660","","","","","","CheckThatContactUsFormWorksCorrectWithValidDataInRequiredFields",""
"passed","Tue Feb 21 11:00:04 GMT 2023","Tue Feb 21 11:00:08 GMT 2023","3406","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Tue Feb 21 10:55:21 GMT 2023","Tue Feb 21 10:55:28 GMT 2023","7166","","","","","","CheckThatUserSeesVacancySelectedFromDirectionBlockInSideBar",""
"passed","Tue Feb 21 11:00:09 GMT 2023","Tue Feb 21 11:00:13 GMT 2023","3716","","","","","","CheckThatUserSeesMessageAboutFailSearchResults",""
"passed","Tue Feb 21 10:56:45 GMT 2023","Tue Feb 21 10:56:52 GMT 2023","7251","","","","","","CheckThatUserDeleteSelectedTagsFromSenioritySideBarClickingResetButton",""
"passed","Tue Feb 21 11:00:15 GMT 2023","Tue Feb 21 11:00:19 GMT 2023","4458","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"failed","Tue Feb 21 10:58:08 GMT 2023","Tue Feb 21 10:58:36 GMT 2023","27578","","","","","","CheckThatUserSeesVacancySelectedFromStackBlockInSideBar",""
"passed","Tue Feb 21 10:57:41 GMT 2023","Tue Feb 21 10:57:48 GMT 2023","6412","","","","","","CheckThatUserSeesVacancySelectedFromTagBlockInSideBar",""
"passed","Tue Feb 21 10:59:24 GMT 2023","Tue Feb 21 10:59:27 GMT 2023","3488","","","","","","CheckThatUserCanSwithedLanguageInHeaderBlock",""
"passed","Tue Feb 21 10:59:33 GMT 2023","Tue Feb 21 10:59:39 GMT 2023","6390","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancy",""
"passed","Tue Feb 21 10:59:54 GMT 2023","Tue Feb 21 10:59:57 GMT 2023","2712","","","","","","CheckErrorMessageForInvalidFormatAttachedFileOnContactForm",""
"passed","Tue Feb 21 10:58:49 GMT 2023","Tue Feb 21 10:58:59 GMT 2023","10003","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityLevelDropdown",""
"passed","Tue Feb 21 10:56:21 GMT 2023","Tue Feb 21 10:56:27 GMT 2023","6342","","","","","","CheckThatUserSeesCorrectResultsWhenEnteringVacancyInSearchInputInCareerBlock",""
"passed","Tue Feb 21 10:56:18 GMT 2023","Tue Feb 21 10:56:20 GMT 2023","2290","","","","","","CheckThatAllDropdownsAreExpandedByDefault",""
"passed","Tue Feb 21 10:55:00 GMT 2023","Tue Feb 21 10:55:08 GMT 2023","8458","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionSideBarClickingResetButton",""
