"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 24 14:38:39 GMT 2023","Fri Feb 24 14:38:43 GMT 2023","3856","","","","","","CheckThatUserCanSwithedLanguageInNavigationBlock",""
"passed","Fri Feb 24 14:39:24 GMT 2023","Fri Feb 24 14:39:28 GMT 2023","3894","","","","","","CheckErrorMessagesForEmptyRequiredFieldsOnContactForm",""
"passed","Fri Feb 24 14:36:57 GMT 2023","Fri Feb 24 14:37:16 GMT 2023","19216","","","","","","CheckNavigationHeaderOnJobPage",""
"passed","Fri Feb 24 14:39:32 GMT 2023","Fri Feb 24 14:39:35 GMT 2023","2887","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Fri Feb 24 14:39:29 GMT 2023","Fri Feb 24 14:39:33 GMT 2023","3360","","","","","","CheckThatUserSeesStartPageAfterDeletedTextFromSearchInput",""
"passed","Fri Feb 24 14:38:44 GMT 2023","Fri Feb 24 14:38:46 GMT 2023","2735","","","","","","CheckThatUserRedirectsToJobsBlockWhenClickingSearchButton",""
"passed","Fri Feb 24 14:37:44 GMT 2023","Fri Feb 24 14:37:47 GMT 2023","2875","","","","","","CheckThatUserSeesStartPageAfterClearedTextFromSearchInputInCareerBlock",""
"passed","Fri Feb 24 14:39:21 GMT 2023","Fri Feb 24 14:39:24 GMT 2023","2768","","","","","","CheckErrorMessageForInvalidFormatAttachedFileOnContactForm",""
"passed","Fri Feb 24 14:38:27 GMT 2023","Fri Feb 24 14:38:34 GMT 2023","7350","","","","","","CheckThatUserSeesVacanciesSelectedFromStackBlockInSideBar",""
"passed","Fri Feb 24 14:38:18 GMT 2023","Fri Feb 24 14:38:25 GMT 2023","7242","","","","","","CheckThatUserDeleteSelectedTagsFromStackSideBarClickingResetButton",""
"passed","Fri Feb 24 14:38:56 GMT 2023","Fri Feb 24 14:39:03 GMT 2023","7460","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromSeniorityLevelDropdown",""
"passed","Fri Feb 24 14:38:47 GMT 2023","Fri Feb 24 14:38:54 GMT 2023","7178","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyNameAndSelectedTagFromDirectionDropdown",""
"passed","Fri Feb 24 14:36:53 GMT 2023","Fri Feb 24 14:37:12 GMT 2023","19515","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionBlockInSideBar",""
"passed","Fri Feb 24 14:39:05 GMT 2023","Fri Feb 24 14:39:08 GMT 2023","3192","","","","","","CheckThatUserSeesMessageAboutFailSearchResults",""
"passed","Fri Feb 24 14:37:41 GMT 2023","Fri Feb 24 14:37:44 GMT 2023","3171","","","","","","CheckThatUserSeesMessageAboutFailSearchResultsAfterClearedSearchInputInCareerBlock",""
"passed","Fri Feb 24 14:38:09 GMT 2023","Fri Feb 24 14:38:17 GMT 2023","8142","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityBlockInSideBar",""
"passed","Fri Feb 24 14:36:53 GMT 2023","Fri Feb 24 14:36:56 GMT 2023","2902","","","","","","CheckNavigationHeaderInCareerPage",""
"passed","Fri Feb 24 14:37:17 GMT 2023","Fri Feb 24 14:37:51 GMT 2023","34017","","","","","","CheckPaginationOnCareerPage",""
"passed","Fri Feb 24 14:38:37 GMT 2023","Fri Feb 24 14:38:39 GMT 2023","2041","","","","","","CheckLogoDisplayedOnMainPage",""
"passed","Fri Feb 24 14:37:14 GMT 2023","Fri Feb 24 14:37:21 GMT 2023","6098","","","","","","CheckThatUserSeesVacancySelectedFromDirectionBlockInSideBar",""
"passed","Fri Feb 24 14:39:43 GMT 2023","Fri Feb 24 14:40:00 GMT 2023","17437","","","","","","CheckThatAllCaseStudiesCardsOnTheQaAsServicePageHasGoogleAnalyticsEvent",""
"passed","Fri Feb 24 14:39:36 GMT 2023","Fri Feb 24 14:39:39 GMT 2023","3339","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Fri Feb 24 14:39:53 GMT 2023","Fri Feb 24 14:39:57 GMT 2023","4011","","","","","","CheckThatContactUsFormWorksCorrectWithValidDataInRequiredFields",""
"passed","Fri Feb 24 14:39:09 GMT 2023","Fri Feb 24 14:39:14 GMT 2023","5591","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancy",""
"passed","Fri Feb 24 14:39:12 GMT 2023","Fri Feb 24 14:39:19 GMT 2023","7377","","","","","","CheckThatUserSeesVacancySelectedFromSeniorityLevelDropdown",""
"passed","Fri Feb 24 14:39:40 GMT 2023","Fri Feb 24 14:39:42 GMT 2023","2841","","","","","","CheckErrorMessagesForRequiredFieldsWithSpacesOnContactForm",""
"passed","Fri Feb 24 14:37:32 GMT 2023","Fri Feb 24 14:37:39 GMT 2023","6623","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringPartOfNameVacancyInSearchInputInCareerBlock",""
"passed","Fri Feb 24 14:39:16 GMT 2023","Fri Feb 24 14:39:27 GMT 2023","11297","","","","","","CheckThatUserSeesCorrectSearchResultsWhenEnteringVacancyName",""
"passed","Fri Feb 24 14:36:42 GMT 2023","Fri Feb 24 14:36:51 GMT 2023","8747","","","","","","CheckThatUserDeleteSelectedTagsFromDirectionSideBarClickingResetButton",""
"passed","Fri Feb 24 14:39:49 GMT 2023","Fri Feb 24 14:39:53 GMT 2023","3704","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Fri Feb 24 14:39:29 GMT 2023","Fri Feb 24 14:39:31 GMT 2023","2570","","","","","","CheckErrorMessagesForRequiredFieldsWithInvalidDataOnContactForm",""
"passed","Fri Feb 24 14:38:19 GMT 2023","Fri Feb 24 14:38:39 GMT 2023","19928","","","","","","CheckThatUserSeesVacanciesSelectedFromDirectionDropdown",""
"passed","Fri Feb 24 14:37:22 GMT 2023","Fri Feb 24 14:37:24 GMT 2023","1717","","","","","","CheckThatAllDropdownsAreExpandedByDefault",""
"passed","Fri Feb 24 14:38:08 GMT 2023","Fri Feb 24 14:38:16 GMT 2023","7784","","","","","","CheckThatUserDeleteSelectedTagsFromTagSideBarClickingResetButton",""
"passed","Fri Feb 24 14:40:01 GMT 2023","Fri Feb 24 14:40:06 GMT 2023","5178","","","","","","CheckThatAllFAQWrappersOnTheQaAsServicePageHasGoogleAnalyticsEvent",""
"passed","Fri Feb 24 14:39:03 GMT 2023","Fri Feb 24 14:39:10 GMT 2023","6769","","","","","","CheckThatUserSeesVacancySelectedFromDirectionDropdown",""
"passed","Fri Feb 24 14:38:41 GMT 2023","Fri Feb 24 14:39:01 GMT 2023","20791","","","","","","CheckThatUserSeesVacanciesSelectedFromSeniorityLevelDropdown",""
"passed","Fri Feb 24 14:39:43 GMT 2023","Fri Feb 24 14:39:48 GMT 2023","5170","","","","","","CheckThatContactUsFormWorksCorrectWithValidAttachedFilesFormat",""
"passed","Fri Feb 24 14:37:24 GMT 2023","Fri Feb 24 14:37:30 GMT 2023","5706","","","","","","CheckThatUserSeesCorrectResultsWhenEnteringVacancyInSearchInputInCareerBlock",""
"passed","Fri Feb 24 14:37:48 GMT 2023","Fri Feb 24 14:38:07 GMT 2023","18751","","","","","","CheckThatUserDeleteSelectedTagsFromSenioritySideBarClickingResetButton",""
"passed","Fri Feb 24 14:39:33 GMT 2023","Fri Feb 24 14:39:42 GMT 2023","8780","","","","","","CheckThatAllButtonsOnTheQaAsServicePageHasGoogleAnalyticsEvent",""
"passed","Fri Feb 24 14:36:42 GMT 2023","Fri Feb 24 14:36:51 GMT 2023","9020","","","","","","CheckThatUserSeesErrorMessagesUnderRequiredFieldsWhenClickingSendAMessageButton",""
